Source Name	Comment[original source name]	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[individual]	Characteristics[organism part]	Characteristics[fraction]	Characteristics[protocol]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Factor Value[age]	Unit[time unit]	Factor Value[phenotype]	Factor Value[protocol]
F67_TH_TOT_5GEX_4	FCAImmP7851895	ERS4228639	SAMEA6463134	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851895	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851895	sequencing assay	ERX3806124	FCAImmP7851895.bam	FCAImmP7851895.bam	ERR3804234	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804234/FCAImmP7851895.bam	FCAImmP7851895_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851895_R1.fastq.gz	FCAImmP7851895_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851895_R2.fastq.gz	prenatal	12	week	total cells	gene expression
F67_TH_CD137_5GEX	FCAImmP7851896	ERS4228622	SAMEA6463117	Homo sapiens	late embryo	12	week	  	  	female	F67	thymus	CD137-positive	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP7851896	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP7851896	sequencing assay	ERX3806107	FCAImmP7851896.bam	FCAImmP7851896.bam	ERR3804217	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804217/FCAImmP7851896.bam	FCAImmP7851896_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851896_R1.fastq.gz	FCAImmP7851896_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP7851896_R2.fastq.gz	prenatal	12	week	CD137-positive	gene expression
FCAImmP8084852	FCAImmP8084852	ERS4228688	SAMEA6463184	Mus musculus	adolescent	4	week	  	  	male	1	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084852	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084852	sequencing assay	ERX3806173	FCAImmP8084852.bam	FCAImmP8084852.bam	ERR3804283	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804283/FCAImmP8084852.bam	FCAImmP8084852_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084852_R1.fastq.gz	FCAImmP8084852_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084852_R2.fastq.gz	  	4	week	total cells	gene expression
FCAImmP8084853	FCAImmP8084853	ERS4228690	SAMEA6463186	Mus musculus	adult	8	week	  	  	male	2	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084853	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084853	sequencing assay	ERX3806175	FCAImmP8084853.bam	FCAImmP8084853.bam	ERR3804285	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804285/FCAImmP8084853.bam	FCAImmP8084853_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084853_R1.fastq.gz	FCAImmP8084853_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084853_R2.fastq.gz	  	8	week	total cells	gene expression
FCAImmP8084854	FCAImmP8084854	ERS4228692	SAMEA6463188	Mus musculus	adult	24	week	  	  	male	3	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084854	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084854	sequencing assay	ERX3806177	FCAImmP8084854.bam	FCAImmP8084854.bam	ERR3804287	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804287/FCAImmP8084854.bam	FCAImmP8084854_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084854_R1.fastq.gz	FCAImmP8084854_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084854_R2.fastq.gz	  	24	week	total cells	gene expression
FCAImmP8084855	FCAImmP8084855	ERS4228689	SAMEA6463185	Mus musculus	adolescent	4	week	  	  	male	1	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084855	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084855	sequencing assay	ERX3806174	FCAImmP8084855.bam	FCAImmP8084855.bam	ERR3804284	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804284/FCAImmP8084855.bam	FCAImmP8084855_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084855_R1.fastq.gz	FCAImmP8084855_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084855_R2.fastq.gz	  	4	week	total cells	gene expression
FCAImmP8084856	FCAImmP8084856	ERS4228691	SAMEA6463187	Mus musculus	adult	8	week	  	  	male	2	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084856	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084856	sequencing assay	ERX3806176	FCAImmP8084856.bam	FCAImmP8084856.bam	ERR3804286	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804286/FCAImmP8084856.bam	FCAImmP8084856_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084856_R1.fastq.gz	FCAImmP8084856_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084856_R2.fastq.gz	  	8	week	total cells	gene expression
FCAImmP8084857	FCAImmP8084857	ERS4228693	SAMEA6463189	Mus musculus	adult	24	week	  	  	male	3	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8084857	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	96	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8084857	sequencing assay	ERX3806178	FCAImmP8084857.bam	FCAImmP8084857.bam	ERR3804288	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804288/FCAImmP8084857.bam	FCAImmP8084857_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084857_R1.fastq.gz	FCAImmP8084857_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8084857_R2.fastq.gz	  	24	week	total cells	gene expression
A43_TH_TOT_5GEX_1	FCAImmP8105207	ERS4228686	SAMEA6463182	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8105207	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	151	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8105207	sequencing assay	ERX3806171	FCAImmP8105207.bam	FCAImmP8105207.bam	ERR3804281	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804281/FCAImmP8105207.bam	FCAImmP8105207_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8105207_R1.fastq.gz	FCAImmP8105207_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8105207_R2.fastq.gz	postnatal	35 to 40	year	total cells	VDJ-T enrichment
A43_TH_TOT_5GEX_2	FCAImmP8105212	ERS4228687	SAMEA6463183	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	FCAImmP8105212	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	151	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	FCAImmP8105212	sequencing assay	ERX3806172	FCAImmP8105212.bam	FCAImmP8105212.bam	ERR3804282	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804282/FCAImmP8105212.bam	FCAImmP8105212_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8105212_R1.fastq.gz	FCAImmP8105212_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/FCAImmP8105212_R2.fastq.gz	postnatal	35 to 40	year	total cells	VDJ-T enrichment
F74_TH_TOT_5GEX_1	Human_colon_16S7985396	ERS4228632	SAMEA6463127	Homo sapiens	late embryo	10	week	  	  	male	F74	colon	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	Human_colon_16S7985396	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	Human_colon_16S7985396	sequencing assay	ERX3806117	Human_colon_16S7985396.bam	Human_colon_16S7985396.bam	ERR3804227	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804227/Human_colon_16S7985396.bam	Human_colon_16S7985396_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/Human_colon_16S7985396_R1.fastq.gz	Human_colon_16S7985396_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/Human_colon_16S7985396_R2.fastq.gz	prenatal	10	week	total cells	gene expression
F74_TH_TOT_5GEX_2	Human_colon_16S7985397	ERS4228633	SAMEA6463128	Homo sapiens	late embryo	10	week	  	  	male	F74	colon	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	Human_colon_16S7985397	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	Human_colon_16S7985397	sequencing assay	ERX3806118	Human_colon_16S7985397.bam	Human_colon_16S7985397.bam	ERR3804228	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804228/Human_colon_16S7985397.bam	Human_colon_16S7985397_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/Human_colon_16S7985397_R1.fastq.gz	Human_colon_16S7985397_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/Human_colon_16S7985397_R2.fastq.gz	prenatal	10	week	total cells	gene expression
T03_TH_TOT_5GEX_1	T03_TH_TOT_5GEX_1_S1	ERS4228630	SAMEA6463125	Homo sapiens	infant	10	month	  	  	female	T03	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T03_TH_TOT_5GEX_1_S1	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T03_TH_TOT_5GEX_1_S1	sequencing assay	ERX3806115	T03_TH_TOT_5GEX_1_S1.bam	T03_TH_TOT_5GEX_1_S1.bam	ERR3804225	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804225/T03_TH_TOT_5GEX_1_S1.bam	T03_TH_TOT_5GEX_1_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_5GEX_1_R1.fastq.gz	T03_TH_TOT_5GEX_1_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_5GEX_1_R2.fastq.gz	postnatal	10	month	total cells	gene expression
T03_TH_TOT_5GEX_2	T03_TH_TOT_5GEX_2_S2	ERS4228631	SAMEA6463126	Homo sapiens	infant	10	month	  	  	female	T03	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T03_TH_TOT_5GEX_2_S2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T03_TH_TOT_5GEX_2_S2	sequencing assay	ERX3806116	T03_TH_TOT_5GEX_2_S2.bam	T03_TH_TOT_5GEX_2_S2.bam	ERR3804226	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804226/T03_TH_TOT_5GEX_2_S2.bam	T03_TH_TOT_5GEX_2_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_5GEX_2_R1.fastq.gz	T03_TH_TOT_5GEX_2_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_5GEX_2_R2.fastq.gz	postnatal	10	month	total cells	gene expression
T03_TH_TOT_5GEX_1	T03_TH_TOT_VDJT_1	ERS4228666	SAMEA6463161	Homo sapiens	infant	10	month	  	  	female	T03	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T03_TH_TOT_VDJT_1	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T03_TH_TOT_VDJT_1	sequencing assay	ERX3806151	T03_TH_TOT_VDJT_1.bam	T03_TH_TOT_VDJT_1.bam	ERR3804261	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804261/T03_TH_TOT_VDJT_1.bam	T03_TH_TOT_VDJT_1_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_VDJT_1_R1.fastq.gz	T03_TH_TOT_VDJT_1_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_VDJT_1_R2.fastq.gz	postnatal	10	month	total cells	VDJ-T enrichment
T03_TH_TOT_5GEX_2	T03_TH_TOT_VDJT_2	ERS4228667	SAMEA6463162	Homo sapiens	infant	10	month	  	  	female	T03	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T03_TH_TOT_VDJT_2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T03_TH_TOT_VDJT_2	sequencing assay	ERX3806152	T03_TH_TOT_VDJT_2.bam	T03_TH_TOT_VDJT_2.bam	ERR3804262	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804262/T03_TH_TOT_VDJT_2.bam	T03_TH_TOT_VDJT_2_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_VDJT_2_R1.fastq.gz	T03_TH_TOT_VDJT_2_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T03_TH_TOT_VDJT_2_R2.fastq.gz	postnatal	10	month	total cells	VDJ-T enrichment
T06_TH_TOT_5GEX_1	T06_TH_TOT_5GEX_1_S9	ERS4228640	SAMEA6463135	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_5GEX_1_S9	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_5GEX_1_S9	sequencing assay	ERX3806125	T06_TH_TOT_5GEX_1_S9.bam	T06_TH_TOT_5GEX_1_S9.bam	ERR3804235	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804235/T06_TH_TOT_5GEX_1_S9.bam	T06_TH_TOT_5GEX_1_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_1_R1.fastq.gz	T06_TH_TOT_5GEX_1_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_1_R2.fastq.gz	postnatal	30	month	total cells	gene expression
T06_TH_TOT_5GEX_2	T06_TH_TOT_5GEX_2_S10	ERS4228641	SAMEA6463136	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_5GEX_2_S10	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_5GEX_2_S10	sequencing assay	ERX3806126	T06_TH_TOT_5GEX_2_S10.bam	T06_TH_TOT_5GEX_2_S10.bam	ERR3804236	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804236/T06_TH_TOT_5GEX_2_S10.bam	T06_TH_TOT_5GEX_2_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_2_R1.fastq.gz	T06_TH_TOT_5GEX_2_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_2_R2.fastq.gz	postnatal	30	month	total cells	gene expression
T06_TH_TOT_5GEX_3	T06_TH_TOT_5GEX_3_S11	ERS4228642	SAMEA6463137	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_5GEX_3_S11	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_5GEX_3_S11	sequencing assay	ERX3806127	T06_TH_TOT_5GEX_3_S11.bam	T06_TH_TOT_5GEX_3_S11.bam	ERR3804237	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804237/T06_TH_TOT_5GEX_3_S11.bam	T06_TH_TOT_5GEX_3_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_3_R1.fastq.gz	T06_TH_TOT_5GEX_3_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_3_R2.fastq.gz	postnatal	30	month	total cells	gene expression
T06_TH_TOT_5GEX_4	T06_TH_TOT_5GEX_4_S12	ERS4228643	SAMEA6463138	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_5GEX_4_S12	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_5GEX_4_S12	sequencing assay	ERX3806128	T06_TH_TOT_5GEX_4_S12.bam	T06_TH_TOT_5GEX_4_S12.bam	ERR3804238	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804238/T06_TH_TOT_5GEX_4_S12.bam	T06_TH_TOT_5GEX_4_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_4_R1.fastq.gz	T06_TH_TOT_5GEX_4_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_5GEX_4_R2.fastq.gz	postnatal	30	month	total cells	gene expression
T06_TH_TOT_5GEX_1	T06_TH_TOT_VDJT_1	ERS4228674	SAMEA6463170	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_VDJT_1	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_VDJT_1	sequencing assay	ERX3806159	T06_TH_TOT_VDJT_1.bam	T06_TH_TOT_VDJT_1.bam	ERR3804269	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804269/T06_TH_TOT_VDJT_1.bam	T06_TH_TOT_VDJT_1_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_1_R1.fastq.gz	T06_TH_TOT_VDJT_1_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_1_R2.fastq.gz	postnatal	30	month	total cells	VDJ-T enrichment
T06_TH_TOT_5GEX_2	T06_TH_TOT_VDJT_2	ERS4228675	SAMEA6463171	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_VDJT_2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_VDJT_2	sequencing assay	ERX3806160	T06_TH_TOT_VDJT_2.bam	T06_TH_TOT_VDJT_2.bam	ERR3804270	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804270/T06_TH_TOT_VDJT_2.bam	T06_TH_TOT_VDJT_2_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_2_R1.fastq.gz	T06_TH_TOT_VDJT_2_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_2_R2.fastq.gz	postnatal	30	month	total cells	VDJ-T enrichment
